Name,Surname,url
Abdullah,Tejeci,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Abdullah_Tejeci.pdf
Afrim,Avdaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Afrim_Avdaj.pdf
Ajshe,Shala,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Ajshe_Shala.pdf
Almir,Saiti,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Almir_Sahiti.pdf
Ardita,Ibrahimi,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Ardita_Ibrahimi.pdf
Adelina,Beqiri Minci,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Adelina_Beqiri-Minci.pdf
Agron,Hoxha,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Agron_Hoxha.pdf
Aliismet,Cocaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Aliismet_Cocaj.pdf
Arjete,Nezaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Arjete_Nezaj.pdf
Bajrame,Tafallari,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Bajrame_Tafallari.pdf
Besnik,Krasniqi,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Besnik_Krasniqi.pdf
Bujar,Nerjovaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Bujar_Nerjovaj.pdf
Cemailj,Kurtishi,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Cemailj_Kurtishi.pdf
Elizabeta,Tara,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Elizabeta_Tara.pdf
Enis,Subi,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Enis_Subi.pdf
Ermina,Jonuzi Saiti,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Emina_Saiti.pdf
Ergin,Kala,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Ergin_Kala.pdf
Fahrije,Bytyqi,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Fahrije_Bytyqi.pdf
Fatmir,Memaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Fatmir_Memaj.pdf
Fatmir,Kastrati,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Fatmir_Kastrati.pdf
Faton,Alija,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Faton__Alija.pdf
Hajrim,Qengaj,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Hajrim_Qengaj.pdf
Hatim,Baxhaku,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Hatim_Baxhaku.pdf
Hyrmet,Veliu,http://www.akk-ks.org/declaration/2012/Komunat/Komuna_e_Prizrenit/Hyrmet_Veliu.pdf
