Name,Surname,url
Abdullah,Tejeci,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Abdullah_Tejeci.pdf
Afrim,Avdaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Afrim_Avdaj.pdf
Ajshe,Shala,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ajshe_Shala.pdf
Almir,Saiti,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Almir_Saiti.pdf
Ardita,Ibrahimi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ardita_Ibrahimi.pdf
Adelina,Beqiri Minci,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Adelina_Beqiri-Minci.pdf
Agron,Hoxha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Agron_Hoxha.pdf
Aliismet,Cocaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Aliismet_Cocaj.pdf
Arjete,Nezaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Arjete_Nezaj.pdf
Alban,Susuri,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Alban_Susuri.pdf
Bajrame,Tafallari,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Bajrame_Tafallari.pdf
Besnik,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Besnik_Krasniqi.pdf
Bujar,Nerjovaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Bujar_Nerjovaj.pdf
Cemailj,Kurtishi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Cemailj_Kurtishi.pdf
Cene,Fanaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Cene_Fanaj.pdf
Elizabeta,Tara,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Elizabeta_Tara.pdf
Enis,Subi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Enis_Subi.pdf
Ermina,Jonuzi Saiti,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ermina_Jonuzi_Saiti.pdf
Ergin,Kala,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ergin_Kala.pdf
Fatmir,Memaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Fatmir_Memaj.pdf
Fatmir,Kastrati,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Fatmir_Kastrati.pdf
Fidan,Jilta,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Fidan_Jilta.pdf
Gezim,Duraj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Gezim_Duraj.pdf
Gjyzel,Shalijani,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Gjyzel_Shalijani.pdf
Hajrim,Qengaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Hajrim_Qengaj.pdf
Hasan,Hasani,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Hasan_Hasani.pdf
Haziz,Hodaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Haziz_Hodaj.pdf
Isa,Osmankaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Isa_Osmankaj.pdf
Kimete,Hoxha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Kimete_Hoxha.pdf
Laura,Guguli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Laura_Guguli.pdf
Lulzim,Kabashi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Lulzim_Kabashi.pdf
Lulije,Buzhala,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Lulije_Buzhala.pdf
Mehmet,Butuc,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Mehmet_Butuc.pdf
Minir,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Minir_Krasniqi.pdf
Masar,Shala,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Masar_Shala.pdf
Merita,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Merita_Krasniqi.pdf
Munir,Basha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Munir_Basha.pdf
Musli,Kololli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Musli_Kololli.pdf
Naser,Berisha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Naser_Berisha.pdf
Nijazi,Kryeziu,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Nijazi_Kryeziu.pdf
Nexhip,Berisha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Nexhip_Berisha.pdf
Nora,Murataj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Nora_Murataj.pdf
Nexhat,Cocaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Nexhat_Cocaj.pdf
Orhan,Lopar,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Orhan_Lopar.pdf
Oruc,Karadolami,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Oruc_Karadolami.pdf
Pajtim,Kosova,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Pajtim_Kosova.pdf
Petrit,Randobrava,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Petrit_Randobrava.pdf
Qemal,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Qemal_Krasniqi.pdf
Ramadan ,Muja,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ramadan_Muja.pdf
Ruzhdi,Rexha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ruzhdi_Rexha.pdf
Ridvan,Hoxha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Ridvan_Hoxha.pdf
Sadik,Pacarizi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Sadik_Pacarizi.pdf
Sefer,Rexhaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Sefer_Rexhaj.pdf
Sencar,Karamuco,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Sencar_Karamuco.pdf
Shukri,Vezaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Shukri_Vezaj.pdf
Shukri,Quni,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Shukri_Quni.pdf
Sylbije,Osmanaj Gashi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Sylbije_Osmanaj-Gashi.pdf
Samir,Hoxha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Samir_Hoxha.pdf
Vjosa,Smajlaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Vjosa_Smajlaj.pdf
Xhavit,Uka,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Xhavit_Uka.pdf
Zenel,Ahmetaj,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prizrenit/Zenel_Ahmetaj.pdf
