Name,Surname,url
Ajshe,Shala,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Ajshe_Shala.pdf
Arhim,Ajazi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Arhim_Ajazi.pdf
Arber,Rexhaj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Arber_Rexhaj.pdf
Agron,Hoxha,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Agron_Hoxha.pdf
Bedri,Bytyqi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Bedri_Bytyqi.pdf
Bujar,Hasani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Bujar_Hasani.pdf
Bujar,Nerjovaj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Bujar_Nerjovaj.pdf
Bedrija,Ejupagic,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Bedrija_Ejupagic.pdf
Cemil,Luma,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Cemil_Luma.pdf
Drita,Millaku,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Drita_Millaku.pdf
Elhame,Berisha,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Elhame_Berisha.pdf
Ertan,Simitci,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Ertan_Simitci.pdf
Fahrije,Bytyqi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Fahrije_Bytyqi.pdf
Ganimete,Hoxha,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Ganimete_Hoxha.pdf
Getoar,Besimi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Getoar_Besimi.pdf
Gezim,Duraj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Gezim_Duraj.pdf
Hasan,Hasani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Hasan_Hasani.pdf
Haziz,Hodaj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Haziz_Hodaj.pdf
Haxhi,Seferqaj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Haxhi_Seferqaj.pdf
Isa,Osmankaj,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Prizrenit/Isa_Osmankaj.pdf
