Name,Surname,url
Ajshe,Shala,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Ajshe_Shala.pdf
Agnesa,Bytyqi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Agnesa_Bytyqi.pdf
Alush,Shala,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Alush_Shala.pdf
Artan,Abrashi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Artan_Abrashi.pdf
Arber,Rexhaj,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Arber_Rexhaj.pdf
Azzam ,Dida,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Azzam_Dida.pdf
Bujar,Nerjovaj,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Bujar_Nerjovaj.pdf
Drita,Millaku,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Drita_Millaku.pdf
Elizabeta,Tara,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Elizabeta_Tara.pdf
Ermina,Jonuzi Saiti,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Ermina_Jonuzi_Saiti.pdf
Fahrije,Bytyqi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Fahrije_Bytyqi.pdf
Fatmir,Kastrati,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Fatmir_Kastrati.pdf
Ganimete,Hoxha,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Ganimete_Hoxha.pdf
Getoar,Besimi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Getoar_Besimi.pdf
Hasan,Hasani,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Hasan_Hasan.pdf
Haziz,Hodaj,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Haziz_Hodaj.pdf
Isa,Osmankaj,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Isa_Osmankaj.pdf
Kastriot,Krasniqi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prizrenit/Kastriot_Krasniqi.pdf
