Name,Surname,url
Ajshe,Shala,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Ajshe_Shala.pdf
Antigona,Bytyqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Antigona_Bytyqi.pdf
Azem,Durmishi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Azem_Durmishi.pdf
Agron,Hoxha,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Agron_Hoxha.pdf
Agnesa,Bytyqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Agnesa_Bytyqi.pdf
Alush,Shala,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Alush_Shala.pdf
Artan,Abrashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Artan_Abrashi.pdf
Adem,Shabanaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Adem_Shabanaj.pdf
Bardhi,Avdaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Bardhi_Avdaj.pdf
Bedrija,Ejupagic,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Bedrija_Ejupagiq.pdf
Cenet,Sayadi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Cenet_Sayadi.pdf
Cergiz,Ceska,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Cergiz_Ceska.pdf
Dafina,Bllaca,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Dafina_Bllaca.pdf
Egzon,Elshani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Egzon_Elshani.pdf
Ermina,Jonuzi Saiti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Ermina_Jonuzi_Saiti.pdf
Eshref,Memaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Eshref_Memaj.pdf
Ehat,Oreshka,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Ehat_Oreshka.pdf
Ertan,Simitci,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Ertan_Simitci.pdf
Fatmir,Memaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Fatmir_Memaj.pdf
Flaka,Siqeca,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Flaka_Siqeca.pdf
Fatmir,Kastrati,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Fatmir_Kastrati.pdf
Fejze,Kabashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Fejze_Kabashi.pdf
Faruk,Dakaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Faruk_Dakaj.pdf
Ganimete,Babuna,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Ganimete_Babuna.pdf
Isa,Osmankaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Isa_Osmankaj.pdf
Islam,Thaqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Islam_Thaqi.pdf
Karanfil,Haxhillari,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Karanfil_Haxhillari.pdf
Kujtim,Gashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Kujtim_Gashi.pdf
Kastriot,Krasniqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Kastriot_Krasniqi.pdf
Latif,Dakaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Latif_Dakaj.pdf
Levent,Kasemi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Levent_Kasemi.pdf
Levent,Bus,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Levent_Bus.pdf
Lulzim,Kabashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prizrenit/Lulzim_Kabashi.pdf
