Name,Surname,url
Agim,Gashi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Agim_Gashi.pdf
Ajnishahe,Azemi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Ajnishahe_Azemi.pdf
Arianit,Mustafa,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Arianit_Mustafa.pdf
Avdush,Dobratiqi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Avdush_Dobratiqi.pdf
Abetare,Fazliu,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Abetare_Fazliu.pdf
Albione ,Maloku,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Albione_Maloku.pdf
Ardian,Gashi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Ardian_Gashi.pdf
Abit,Kastrati,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Abit_Kastrati.pdf
Arben,Vitia,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Arben_Vitia.pdf
Behare ,Sopjani,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Behare_Sopjani.pdf
Besa,Rafuna,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Besa_Rafuna.pdf
Bekim,Gashi,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Bekim_Gashi.pdf
Bardha,Dida Rugova,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Bardha-Dida-Rugova.pdf
Blerta,Zeqiri,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Blerta_Zeqiri.pdf
Brahim,Mehmetaj,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Brahim_Mehmetaj.pdf
Dardan,Sejdiu,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Dardan_Sejdiu.pdf
Enver,Rakovica,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Enver_Rakovica.pdf
Flamur,Shala,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Flamur_Shala.pdf
Feti ,Mehdiu,http://www.akk-ks.org/declaration/2014/Komunat/Komuna_e_Prishtines/Feti_Mehdiu.pdf
